Date,Hour,Time_x,Purchase Bid (MW),Total Sell Bid (MW),Sell bid Solar (MW),Sell bid Non-Solar (MW),Sell bid Hydro (MW),MCV Total (MW),MCV Solar (MW),MCV Non-Solar (MW),MCV Hydro (MW),MCP (Rs/MWh)
2025-03-23,8,07:15 - 07:30,3383.2,675.9,120.0,496.7,59.2,575.9,120.0,396.7,59.2,5000.47
2025-03-23,8,07:30 - 07:45,3007.5,795.0,262.6,473.2,59.2,695.0,262.6,373.2,59.2,5000.22
2025-03-23,8,07:45 - 08:00,2705.6,994.3,488.3,457.8,48.2,890.4,488.3,353.9,48.2,4200.03
2025-03-23,9,08:00 - 08:15,2685.5,1156.1,687.1,420.8,48.2,1041.19,676.1,316.9,48.19,4100.38
2025-03-23,9,08:15 - 08:30,2329.6,1398.1,945.6,404.3,48.2,1277.6,932.6,296.81,48.19,3999.87
2025-03-23,9,08:30 - 08:45,3083.7,1500.8,1068.1,384.5,48.2,1350.7,1052.1,250.4,48.2,3540.52
2025-03-23,9,08:45 - 09:00,2829.9,1655.6,1232.5,374.9,48.2,1418.69,1151.49,240.0,27.2,2899.84
2025-03-23,10,09:00 - 09:15,3960.3,1570.8,1270.0,269.8,31.0,1408.9,1163.2,235.7,10.0,3050.46
2025-03-23,10,09:15 - 09:30,3765.2,1670.0,1388.9,266.9,14.2,1418.6,1176.67,231.93,10.0,2899.57
2025-03-23,10,09:30 - 09:45,3433.2,1757.8,1482.7,265.1,10.0,1398.2,1159.2,229.0,10.0,2799.12
2025-03-23,10,09:45 - 10:00,3117.7,1846.1,1568.5,267.6,10.0,1384.57,1146.46,228.11,10.0,2700.96
