Date,Hour,Time_x,Purchase Bid (MW),Total Sell Bid (MW),Sell bid Solar (MW),Sell bid Non-Solar (MW),Sell bid Hydro (MW),MCV Total (MW),MCV Solar (MW),MCV Non-Solar (MW),MCV Hydro (MW),MCP (Rs/MWh)
2025-04-12,2,01:30 - 01:45,2879.6,1203.0,0.0,1166.0,37.0,499.2,0.0,464.44,34.76,4999.72
2025-04-12,2,01:45 - 02:00,2792.5,1199.7,0.0,1162.7,37.0,499.2,0.0,462.49,36.71,4999.96
2025-04-12,3,02:00 - 02:15,2755.3,1180.0,0.0,1151.0,29.0,474.4,0.0,445.4,29.0,4600.43
2025-04-12,3,02:15 - 02:30,2769.7,1181.2,0.0,1152.2,29.0,475.6,0.0,446.6,29.0,4600.25
2025-04-12,3,02:30 - 02:45,2732.2,1176.4,0.0,1147.4,29.0,470.8,0.0,441.8,29.0,4600.87
2025-04-12,3,02:45 - 03:00,2609.4,1174.3,0.0,1145.3,29.0,472.8,0.0,443.8,29.0,4999.73
2025-04-12,4,03:00 - 03:15,2440.7,1167.5,0.0,1138.5,29.0,471.1,0.0,442.1,29.0,5199.01
2025-04-12,4,03:15 - 03:30,2373.5,1168.6,0.0,1139.6,29.0,472.0,0.0,443.0,29.0,5199.01
2025-04-12,4,03:30 - 03:45,2420.2,1169.6,0.0,1140.6,29.0,469.6,0.0,440.6,29.0,5000.91
2025-04-12,4,03:45 - 04:00,2333.2,1168.2,0.0,1139.2,29.0,491.7,0.0,462.7,29.0,5199.08
2025-04-12,5,04:00 - 04:15,2271.5,1199.3,0.0,1152.3,47.0,499.29,0.0,452.29,47.0,4500.95
2025-04-12,5,04:15 - 04:30,2319.0,1197.1,0.0,1150.1,47.0,497.1,0.0,450.1,47.0,4500.98
2025-04-12,5,04:30 - 04:45,2366.8,1197.4,0.0,1150.4,47.0,497.4,0.0,450.4,47.0,4500.95
2025-04-12,5,04:45 - 05:00,2423.8,1163.7,0.0,1116.7,47.0,494.4,0.0,447.4,47.0,5199.1
2025-04-12,6,05:00 - 05:15,2548.0,1167.4,0.0,1120.4,47.0,496.5,0.0,449.5,47.0,5199.1
2025-04-12,6,05:15 - 05:30,2460.2,1171.0,0.0,1124.0,47.0,494.9,0.0,447.9,47.0,5199.08
2025-04-12,6,05:30 - 05:45,2424.2,1171.0,0.0,1124.0,47.0,490.7,0.0,443.7,47.0,5199.07
2025-04-12,6,05:45 - 06:00,2378.0,1168.1,0.0,1121.1,47.0,490.7,0.0,443.7,47.0,5199.08
2025-04-12,7,06:00 - 06:15,2291.6,1176.9,2.2,1129.7,45.0,469.7,2.2,422.5,45.0,5050.5
2025-04-12,7,06:15 - 06:30,2494.5,1160.2,5.8,1109.4,45.0,467.6,5.8,416.8,45.0,5199.19
2025-04-12,7,06:30 - 06:45,2482.3,1057.5,26.0,986.5,45.0,467.6,26.0,396.6,45.0,5199.53
2025-04-12,7,06:45 - 07:00,2379.1,1097.5,68.1,984.4,45.0,469.2,68.1,356.1,45.0,5199.26
2025-04-12,8,07:00 - 07:15,2229.8,1190.5,162.6,982.9,45.0,481.2,162.21,273.99,45.0,4999.96
2025-04-12,8,07:15 - 07:30,2043.1,1362.7,354.3,963.4,45.0,574.7,313.5,216.2,45.0,4500.4
2025-04-12,8,07:30 - 07:45,1872.5,1578.3,590.7,951.6,36.0,868.59,590.69,241.9,36.0,4000.75
2025-04-12,8,07:45 - 08:00,2048.8,1850.2,868.6,945.6,36.0,1041.69,796.3,209.39,36.0,3599.29
2025-04-12,9,08:00 - 08:15,1828.7,1589.8,1024.2,529.6,36.0,1122.89,895.05,191.84,36.0,2999.14
2025-04-12,9,08:15 - 08:30,1662.4,1812.3,1259.4,518.9,34.0,1233.7,1041.82,157.88,34.0,2116.96
2025-04-12,9,08:30 - 08:45,1900.0,1968.2,1442.1,492.1,34.0,1275.78,1104.38,137.4,34.0,2000.29
2025-04-12,9,08:45 - 09:00,1832.3,2084.7,1583.5,467.2,34.0,1308.3,1155.4,118.9,34.0,1890.81
2025-04-12,10,09:00 - 09:15,1488.7,1968.1,1791.6,142.5,34.0,1279.7,1150.62,95.08,34.0,1702.99
2025-04-12,10,09:15 - 09:30,1454.4,2022.2,1864.3,141.9,16.0,1227.4,1117.97,93.43,16.0,1599.9
2025-04-12,10,09:30 - 09:45,1449.3,2071.9,1916.8,139.1,16.0,1235.3,1127.21,92.09,16.0,1449.87
2025-04-12,10,09:45 - 10:00,1437.9,2111.9,1956.8,139.1,16.0,1273.9,1165.45,92.45,16.0,1409.88
2025-04-12,11,10:00 - 10:15,1408.1,2029.2,1879.1,134.1,16.0,1183.1,1079.93,87.17,16.0,1401.73
2025-04-12,11,10:15 - 10:30,1402.5,2060.9,1911.4,133.5,16.0,1239.5,1132.44,91.06,16.0,1300.91
2025-04-12,11,10:30 - 10:45,1403.0,2018.3,1867.3,135.0,16.0,1178.0,1073.66,88.34,16.0,1409.74
2025-04-12,11,10:45 - 11:00,1602.7,2042.9,1888.2,138.7,16.0,1178.7,1072.49,90.21,16.0,1409.72
2025-04-12,12,11:00 - 11:15,1602.9,2045.9,1870.6,140.4,34.9,1183.9,1059.36,89.64,34.9,1410.73
2025-04-12,12,11:15 - 11:30,1600.4,2052.7,1875.8,142.0,34.9,1181.4,1056.56,89.94,34.9,1448.72
2025-04-12,12,11:30 - 11:45,1546.8,2057.3,1872.2,150.2,34.9,1176.77,1048.38,93.49,34.9,1448.71
2025-04-12,12,11:45 - 12:00,1599.8,2068.9,1879.6,154.4,34.9,1179.8,1050.86,94.04,34.9,1448.71
2025-04-12,13,12:00 - 12:15,1491.9,2208.6,2012.1,161.6,34.9,1074.88,950.3,89.68,34.9,1410.5
2025-04-12,13,12:15 - 12:30,1444.5,2216.5,2015.4,166.2,34.9,1076.47,950.91,90.66,34.9,1410.5
2025-04-12,13,12:30 - 12:45,1445.4,2222.7,2020.8,167.0,34.9,1077.4,952.67,89.83,34.9,1410.5
2025-04-12,13,12:45 - 13:00,1492.9,2229.0,2024.6,169.5,34.9,1075.87,950.89,90.08,34.9,1410.49
2025-04-12,14,13:00 - 13:15,1594.2,2251.7,2025.7,172.1,53.9,1076.19,932.48,89.81,53.9,1409.47
2025-04-12,14,13:15 - 13:30,1593.3,2246.6,2019.6,173.1,53.9,1075.3,931.46,89.94,53.9,1409.47
2025-04-12,14,13:30 - 13:45,1703.1,2244.2,2014.2,176.1,53.9,1080.1,935.0,91.2,53.9,1410.48
2025-04-12,14,13:45 - 14:00,1753.5,2235.3,2000.8,180.6,53.9,1086.5,938.39,94.21,53.9,1448.49
2025-04-12,15,14:00 - 14:15,1803.3,2224.3,1982.1,188.3,53.9,1077.0,923.26,99.84,53.9,1647.49
2025-04-12,15,14:15 - 14:30,1885.8,2208.3,1963.1,191.3,53.9,1079.49,924.11,101.48,53.9,1647.51
2025-04-12,15,14:30 - 14:45,2066.9,2252.5,2006.2,192.4,53.9,1084.6,929.42,101.28,53.9,1648.47
2025-04-12,15,14:45 - 15:00,2238.2,2240.3,1988.0,198.4,53.9,1078.9,918.73,106.27,53.9,1648.47
2025-04-12,16,15:00 - 15:15,2745.1,2222.7,1968.1,202.4,52.2,1212.3,1045.69,114.41,52.2,1715.62
2025-04-12,16,15:15 - 15:30,3076.8,2153.4,1894.7,206.5,52.2,1243.0,1074.8,116.0,52.2,1789.64
2025-04-12,16,15:30 - 15:45,3290.0,2114.3,1851.9,210.2,52.2,1252.2,1076.8,123.2,52.2,1889.8
2025-04-12,16,15:45 - 16:00,3287.5,2067.9,1800.5,215.2,52.2,1253.68,1082.63,118.85,52.2,2104.64
2025-04-12,17,16:00 - 16:15,3442.9,2425.0,1630.6,740.2,54.2,1403.8,1201.54,148.06,54.2,2295.84
2025-04-12,17,16:15 - 16:30,3537.6,2345.8,1551.4,740.2,54.2,1371.1,1153.84,163.06,54.2,2313.86
2025-04-12,17,16:30 - 16:45,3639.2,2263.2,1451.3,757.7,54.2,1362.1,1133.6,174.3,54.2,2499.56
2025-04-12,17,16:45 - 17:00,3619.3,2137.2,1323.3,759.7,54.2,1251.5,962.07,235.23,54.2,2899.78
2025-04-12,18,17:00 - 17:15,3694.6,1984.0,1188.4,776.6,19.0,1199.1,992.5,187.6,19.0,3101.98
2025-04-12,18,17:15 - 17:30,3186.5,1795.9,990.6,780.3,25.0,1132.79,844.41,263.38,25.0,3197.99
2025-04-12,18,17:30 - 17:45,2736.5,1597.6,789.8,782.8,25.0,1039.88,763.69,251.19,25.0,3618.81
2025-04-12,18,17:45 - 18:00,2299.7,1410.6,598.2,787.4,25.0,708.4,493.8,189.6,25.0,4309.84
2025-04-12,19,18:00 - 18:15,2319.5,1672.0,420.3,1247.7,4.0,790.9,420.3,366.6,4.0,4999.03
2025-04-12,19,18:15 - 18:30,2403.0,1290.5,221.7,1064.8,4.0,788.7,194.71,589.99,4.0,5497.23
2025-04-12,19,18:30 - 18:45,2630.4,1149.5,70.6,1066.9,12.0,759.5,70.6,676.9,12.0,6000.3
2025-04-12,19,18:45 - 19:00,2668.6,1097.3,12.6,1072.7,12.0,725.2,12.6,700.6,12.0,6949.94
2025-04-12,20,19:00 - 19:15,2496.0,1257.7,11.1,1229.9,16.7,776.7,11.1,748.9,16.7,6121.78
2025-04-12,20,19:15 - 19:30,2444.9,1253.8,1.0,1236.1,16.7,768.8,1.0,751.1,16.7,6121.85
2025-04-12,20,19:30 - 19:45,2213.4,1259.0,0.0,1242.3,16.7,769.0,0.0,752.3,16.7,6121.63
2025-04-12,20,19:45 - 20:00,2226.1,1263.2,0.0,1246.5,16.7,795.7,0.0,779.0,16.7,5920.28
2025-04-12,21,20:00 - 20:15,2229.3,1263.8,0.0,1247.1,16.7,840.1,0.0,823.4,16.7,5499.87
2025-04-12,21,20:15 - 20:30,2195.0,1264.9,0.0,1248.2,16.7,828.0,0.0,811.3,16.7,5499.83
2025-04-12,21,20:30 - 20:45,2160.9,1252.4,0.0,1235.7,16.7,806.4,0.0,789.7,16.7,5499.78
2025-04-12,21,20:45 - 21:00,2154.3,1282.9,0.0,1235.2,47.7,793.7,0.0,746.0,47.7,5499.63
2025-04-12,22,21:00 - 21:15,2102.0,1253.4,0.0,1205.7,47.7,751.8,0.0,704.1,47.7,5399.5
2025-04-12,22,21:15 - 21:30,2036.7,1248.2,0.0,1200.5,47.7,688.7,0.0,641.0,47.7,5399.28
2025-04-12,22,21:30 - 21:45,1952.1,1238.7,0.0,1191.0,47.7,604.1,0.0,556.4,47.7,5300.48
2025-04-12,22,21:45 - 22:00,1961.6,1236.4,0.0,1188.7,47.7,605.8,0.0,558.1,47.7,5300.43
2025-04-12,23,22:00 - 22:15,1969.9,1224.6,0.0,1181.6,43.0,512.0,0.0,471.17,40.83,4999.73
2025-04-12,23,22:15 - 22:30,1968.3,1233.0,0.0,1190.0,43.0,517.5,0.0,476.57,40.93,4999.74
2025-04-12,23,22:30 - 22:45,1984.1,1249.3,0.0,1201.3,48.0,401.4,0.0,353.4,48.0,5399.34
2025-04-12,23,22:45 - 23:00,2001.4,1257.8,0.0,1209.8,48.0,401.4,0.0,353.4,48.0,5399.34
2025-04-12,24,23:00 - 23:15,2018.8,1263.7,0.0,1215.7,48.0,395.3,0.0,347.3,48.0,5399.32
2025-04-12,24,23:15 - 23:30,2033.0,1257.9,0.0,1209.9,48.0,408.3,0.0,360.3,48.0,5399.36
2025-04-12,24,23:30 - 23:45,2015.6,1237.1,0.0,1189.1,48.0,399.2,0.0,351.2,48.0,5399.34
2025-04-12,24,23:45 - 24:00,1993.1,1232.5,0.0,1189.5,43.0,399.2,0.0,356.2,43.0,5399.35
2025-04-13,1,00:00 - 00:15,3362.5,1090.8,0.0,1078.1,12.7,477.8,0.0,469.1,8.7,4999.56
2025-04-13,1,00:15 - 00:30,3424.0,1096.4,0.0,1083.7,12.7,473.4,0.0,464.7,8.7,4999.54
2025-04-13,1,00:30 - 00:45,3487.4,1109.9,0.0,1097.2,12.7,508.5,0.0,499.8,8.7,4999.6
2025-04-13,1,00:45 - 01:00,3677.0,1111.3,0.0,1098.6,12.7,461.6,0.0,452.9,8.7,4999.48
2025-04-13,2,01:00 - 01:15,3923.0,1189.5,0.0,1150.8,38.7,618.7,0.0,610.0,8.7,4999.72
2025-04-13,2,01:15 - 01:30,3848.7,1176.1,0.0,1137.4,38.7,604.4,0.0,595.7,8.7,4999.72
2025-04-13,2,01:30 - 01:45,3872.0,1180.3,0.0,1141.6,38.7,552.8,0.0,526.93,25.87,4999.57
2025-04-13,2,01:45 - 02:00,3847.1,1177.9,0.0,1139.2,38.7,552.8,0.0,526.85,25.95,4999.58
2025-04-13,3,02:00 - 02:15,3644.2,1061.3,0.0,1031.3,30.0,528.4,0.0,528.4,0.0,4999.5
2025-04-13,3,02:15 - 02:30,3575.6,1051.0,0.0,1021.0,30.0,528.4,0.0,528.4,0.0,4999.55
2025-04-13,3,02:30 - 02:45,3504.6,1047.9,0.0,1017.9,30.0,531.6,0.0,501.6,30.0,4999.43
2025-04-13,3,02:45 - 03:00,3455.3,1042.0,0.0,1012.0,30.0,535.4,0.0,505.4,30.0,4999.48
2025-04-13,4,03:00 - 03:15,3454.5,1156.6,0.0,1126.6,30.0,533.8,0.0,503.8,30.0,4699.93
2025-04-13,4,03:15 - 03:30,3395.4,1161.3,0.0,1131.3,30.0,534.6,0.0,504.6,30.0,4699.92
2025-04-13,4,03:30 - 03:45,3422.0,1150.5,0.0,1131.5,19.0,529.3,0.0,510.3,19.0,4699.93
2025-04-13,4,03:45 - 04:00,3342.1,1142.1,0.0,1123.1,19.0,529.3,0.0,510.3,19.0,4699.96
2025-04-13,5,04:00 - 04:15,3267.1,1167.2,0.0,1130.2,37.0,530.9,0.0,493.9,37.0,4699.88
2025-04-13,5,04:15 - 04:30,3370.4,1156.9,0.0,1119.9,37.0,531.1,0.0,494.1,37.0,4699.92
2025-04-13,5,04:30 - 04:45,3379.5,1148.2,0.0,1111.2,37.0,531.1,0.0,494.1,37.0,4699.94
2025-04-13,5,04:45 - 05:00,3428.2,1146.2,0.0,1098.2,48.0,534.8,0.0,486.8,48.0,4699.96
2025-04-13,6,05:00 - 05:15,3540.4,1140.4,0.0,1092.4,48.0,536.9,0.0,518.9,18.0,4999.13
2025-04-13,6,05:15 - 05:30,3378.8,1135.9,0.0,1087.9,48.0,535.3,0.0,517.3,18.0,4999.15
2025-04-13,6,05:30 - 05:45,3250.3,1128.4,0.0,1080.4,48.0,555.1,0.0,537.1,18.0,4999.28
2025-04-13,6,05:45 - 06:00,3205.0,1128.7,0.0,1080.7,48.0,552.1,0.0,504.1,48.0,4999.12
2025-04-13,7,06:00 - 06:15,3322.9,1022.1,1.5,974.6,46.0,569.4,1.5,521.9,46.0,4999.88
2025-04-13,7,06:15 - 06:30,3511.4,1028.6,6.5,976.1,46.0,567.6,6.5,515.1,46.0,5000.01
2025-04-13,7,06:30 - 06:45,3565.4,884.0,27.4,810.6,46.0,474.2,27.29,400.91,46.0,5315.99
2025-04-13,7,06:45 - 07:00,3503.2,914.4,59.2,809.2,46.0,476.3,55.03,375.27,46.0,5129.58
2025-04-13,8,07:00 - 07:15,3018.0,1047.7,118.8,882.9,46.0,528.3,80.5,401.8,46.0,5000.89
2025-04-13,8,07:15 - 07:30,2812.2,1128.9,208.9,874.0,46.0,572.6,140.7,385.9,46.0,4999.94
2025-04-13,8,07:30 - 07:45,2636.9,1260.5,366.9,857.6,36.0,660.49,366.89,257.6,36.0,4500.25
2025-04-13,8,07:45 - 08:00,2240.7,1311.4,483.4,792.0,36.0,711.4,483.4,192.0,36.0,4500.23
2025-04-13,9,08:00 - 08:15,1898.1,958.2,551.3,371.9,35.0,758.2,551.3,171.9,35.0,4250.89
2025-04-13,9,08:15 - 08:30,1938.4,1105.8,702.4,368.4,35.0,905.8,702.4,168.4,35.0,4250.44
2025-04-13,9,08:30 - 08:45,1879.1,1212.5,813.6,363.9,35.0,1012.5,813.6,163.9,35.0,4200.09
2025-04-13,9,08:45 - 09:00,1855.8,1280.3,899.3,346.0,35.0,1080.3,899.3,146.0,35.0,4000.96
2025-04-13,10,09:00 - 09:15,1714.2,1254.0,1078.6,140.4,35.0,1253.99,1078.59,140.4,35.0,4000.08
2025-04-13,10,09:15 - 09:30,1720.4,1391.8,1235.2,140.6,16.0,1350.19,1200.51,133.68,16.0,2798.94
2025-04-13,10,09:30 - 09:45,1728.7,1545.0,1385.7,143.3,16.0,1389.59,1240.69,132.9,16.0,2590.44
2025-04-13,10,09:45 - 10:00,1768.7,1723.1,1561.0,146.1,16.0,1395.29,1290.55,88.74,16.0,2409.28
2025-04-13,11,10:00 - 10:15,1760.4,1803.6,1642.1,145.5,16.0,1382.5,1300.7,65.8,16.0,1858.73
2025-04-13,11,10:15 - 10:30,1823.0,1826.5,1661.1,149.4,16.0,1396.1,1314.4,65.7,16.0,1746.72
2025-04-13,11,10:30 - 10:45,1874.8,1779.1,1609.9,153.2,16.0,1397.4,1314.7,66.7,16.0,1697.98
2025-04-13,11,10:45 - 11:00,1885.8,1787.7,1611.7,160.0,16.0,1403.0,1319.2,67.8,16.0,1900.35
2025-04-13,12,11:00 - 11:15,1953.8,1775.8,1579.2,161.7,34.9,1415.4,1298.58,81.92,34.9,1869.21
2025-04-13,12,11:15 - 11:30,1948.4,1778.8,1578.7,165.2,34.9,1413.0,1241.38,136.72,34.9,1778.93
2025-04-13,12,11:30 - 11:45,2004.4,1780.5,1577.3,168.3,34.9,1421.0,1241.2,144.9,34.9,1799.91
2025-04-13,12,11:45 - 12:00,2072.6,1781.1,1577.7,168.5,34.9,1432.6,1249.6,148.1,34.9,1900.13
2025-04-13,13,12:00 - 12:15,1933.5,1780.7,1576.4,169.4,34.9,1343.1,1157.3,150.9,34.9,1799.54
2025-04-13,13,12:15 - 12:30,1997.2,1782.2,1577.3,170.0,34.9,1337.8,1150.2,152.7,34.9,1799.44
2025-04-13,13,12:30 - 12:45,1980.0,1782.7,1578.5,169.3,34.9,1332.6,1177.54,120.16,34.9,1648.61
2025-04-13,13,12:45 - 13:00,2118.2,1783.4,1578.1,170.4,34.9,1321.0,1131.8,154.3,34.9,1900.7
2025-04-13,14,13:00 - 13:15,2135.0,1785.8,1580.1,170.8,34.9,1297.6,1123.11,139.59,34.9,1598.82
2025-04-13,14,13:15 - 13:30,2092.0,1790.3,1584.4,171.0,34.9,1294.6,1184.02,75.68,34.9,1598.07
2025-04-13,14,13:30 - 13:45,2068.6,1785.6,1579.1,171.6,34.9,1313.2,1155.55,122.75,34.9,1598.62
2025-04-13,14,13:45 - 14:00,2200.7,1804.1,1576.1,174.1,53.9,1335.3,1160.66,139.74,34.9,1617.79
2025-04-13,15,14:00 - 14:15,2339.3,1812.9,1579.3,179.7,53.9,1334.7,1221.93,77.87,34.9,1903.02
2025-04-13,15,14:15 - 14:30,2504.5,1814.8,1581.9,179.0,53.9,1352.9,1195.64,122.36,34.9,1959.54
2025-04-13,15,14:30 - 14:45,2649.9,1861.4,1629.3,178.2,53.9,1361.2,1252.2,74.1,34.9,1999.75
2025-04-13,15,14:45 - 15:00,2847.8,1714.4,1482.4,178.1,53.9,1317.1,1194.4,87.8,34.9,2198.17
2025-04-13,16,15:00 - 15:15,3228.8,1435.7,1204.4,179.1,52.2,1305.5,1083.35,169.95,52.2,2580.64
2025-04-13,16,15:15 - 15:30,3571.2,1276.2,1043.5,180.5,52.2,1224.99,997.4,175.39,52.2,2800.4
2025-04-13,16,15:30 - 15:45,3774.5,1109.3,878.6,178.5,52.2,1109.3,878.6,178.5,52.2,4000.12
2025-04-13,16,15:45 - 16:00,3977.7,1080.2,849.3,178.7,52.2,1080.2,849.3,178.7,52.2,4200.46
2025-04-13,17,16:00 - 16:15,4210.3,1477.3,840.6,580.5,56.2,1077.3,840.6,180.5,56.2,4250.18
2025-04-13,17,16:15 - 16:30,4344.3,1434.9,795.1,583.6,56.2,1034.9,795.1,183.6,56.2,4250.75
2025-04-13,17,16:30 - 16:45,4598.7,1405.5,748.5,600.8,56.2,1005.5,748.5,200.8,56.2,4309.28
2025-04-13,17,16:45 - 17:00,4684.2,1333.4,670.6,606.6,56.2,933.4,670.6,206.6,56.2,4500.38
2025-04-13,18,17:00 - 17:15,4452.7,1219.5,563.1,630.7,25.7,850.1,563.1,261.3,25.7,4799.09
2025-04-13,18,17:15 - 17:30,3889.6,1111.8,447.0,639.1,25.7,851.1,447.0,378.4,25.7,4799.36
2025-04-13,18,17:30 - 17:45,3613.2,1111.9,340.1,746.1,25.7,864.9,340.1,499.1,25.7,4799.52
2025-04-13,18,17:45 - 18:00,3152.7,1052.7,266.1,760.9,25.7,886.9,249.6,611.6,25.7,4799.91
2025-04-13,19,18:00 - 18:15,3518.1,1380.5,190.5,1181.3,8.7,1074.9,190.5,875.7,8.7,5000.28
2025-04-13,19,18:15 - 18:30,3602.6,1296.5,104.6,1183.2,8.7,1114.7,69.2,1036.8,8.7,5499.57
2025-04-13,19,18:30 - 18:45,3640.6,1242.2,36.3,1189.2,16.7,1208.2,13.0,1178.5,16.7,6300.9
2025-04-13,19,18:45 - 19:00,4091.3,614.0,7.6,589.7,16.7,614.0,7.6,589.7,16.7,10000.0
2025-04-13,20,19:00 - 19:15,3907.7,870.2,9.1,808.4,52.7,870.2,9.1,808.4,52.7,10000.0
2025-04-13,20,19:15 - 19:30,3893.7,861.2,1.0,807.5,52.7,861.2,1.0,807.5,52.7,10000.0
2025-04-13,20,19:30 - 19:45,3652.7,862.9,0.0,810.2,52.7,862.9,0.0,810.2,52.7,10000.0
2025-04-13,20,19:45 - 20:00,3314.7,865.6,0.0,812.9,52.7,865.6,0.0,812.9,52.7,10000.0
2025-04-13,21,20:00 - 20:15,2870.3,872.8,0.0,820.1,52.7,807.5,0.0,794.8,12.7,6999.62
2025-04-13,21,20:15 - 20:30,2671.2,873.4,0.0,820.7,52.7,689.2,0.0,676.5,12.7,6499.55
2025-04-13,21,20:30 - 20:45,2651.6,867.1,0.0,819.4,47.7,654.0,0.0,641.3,12.7,6499.39
2025-04-13,21,20:45 - 21:00,2667.7,868.1,0.0,820.4,47.7,622.1,0.0,609.4,12.7,6499.24
2025-04-13,22,21:00 - 21:15,2535.9,838.8,0.0,822.1,16.7,727.0,0.0,714.3,12.7,5499.87
2025-04-13,22,21:15 - 21:30,2312.3,842.4,0.0,825.7,16.7,697.3,0.0,684.6,12.7,5499.8
2025-04-13,22,21:30 - 21:45,2220.1,841.6,0.0,824.9,16.7,660.0,0.0,647.3,12.7,5499.74
2025-04-13,22,21:45 - 22:00,2224.1,843.1,0.0,826.4,16.7,630.0,0.0,617.3,12.7,5499.68
2025-04-13,23,22:00 - 22:15,2434.8,838.6,0.0,823.3,15.3,494.0,0.0,482.7,11.3,5300.5
2025-04-13,23,22:15 - 22:30,2633.7,837.7,0.0,821.4,16.3,493.1,0.0,480.8,12.3,5300.65
2025-04-13,23,22:30 - 22:45,2713.6,838.8,0.0,821.8,17.0,573.5,0.0,560.5,13.0,5499.26
2025-04-13,23,22:45 - 23:00,2703.8,841.1,0.0,823.4,17.7,609.5,0.0,595.8,13.7,5499.38
2025-04-13,24,23:00 - 23:15,2609.5,875.3,0.0,825.9,49.4,581.1,0.0,566.7,14.4,5499.27
2025-04-13,24,23:15 - 23:30,2683.4,876.7,0.0,827.3,49.4,567.1,0.0,552.7,14.4,5499.22
2025-04-13,24,23:30 - 23:45,2701.0,879.6,0.0,830.1,49.5,551.1,0.0,536.6,14.5,5499.16
2025-04-13,24,23:45 - 24:00,2732.1,888.2,0.0,838.6,49.6,512.6,0.0,498.0,14.6,5000.72
2025-04-14,1,00:00 - 00:15,2466.3,958.0,0.0,949.3,8.7,758.0,0.0,749.3,8.7,5250.63
2025-04-14,1,00:15 - 00:30,2437.7,960.0,0.0,951.3,8.7,760.0,0.0,751.3,8.7,5250.36
2025-04-14,1,00:30 - 00:45,2335.4,965.7,0.0,957.0,8.7,731.6,0.0,722.9,8.7,4999.84
2025-04-14,1,00:45 - 01:00,2267.2,969.4,0.0,960.7,8.7,655.6,0.0,646.9,8.7,4999.47
2025-04-14,2,01:00 - 01:15,2353.3,999.4,0.0,964.7,34.7,623.9,0.0,608.9,15.0,4999.24
2025-04-14,2,01:15 - 01:30,2331.1,997.0,0.0,962.3,34.7,623.9,0.0,608.63,15.27,4999.25
2025-04-14,2,01:30 - 01:45,2335.3,1103.9,0.0,1069.2,34.7,623.9,0.0,615.2,8.7,4599.88
2025-04-14,2,01:45 - 02:00,2362.1,1092.0,0.0,1057.3,34.7,623.89,0.0,615.19,8.7,4599.91
2025-04-14,3,02:00 - 02:15,2359.2,1073.0,0.0,1053.3,19.7,622.0,0.0,602.3,19.7,4599.89
2025-04-14,3,02:15 - 02:30,2315.3,1066.7,0.0,1047.0,19.7,620.0,0.0,600.3,19.7,4599.9
2025-04-14,3,02:30 - 02:45,2239.3,1056.3,0.0,1036.6,19.7,623.2,0.0,603.5,19.7,4599.93
2025-04-14,3,02:45 - 03:00,2411.4,1049.0,0.0,1029.3,19.7,627.0,0.0,607.3,19.7,4599.96
2025-04-14,4,03:00 - 03:15,2452.5,1034.7,0.0,1015.0,19.7,634.7,0.0,615.0,19.7,4500.84
2025-04-14,4,03:15 - 03:30,2651.4,1019.9,0.0,1000.2,19.7,619.9,0.0,600.2,19.7,4500.95
2025-04-14,4,03:30 - 03:45,2699.6,1003.3,0.0,983.6,19.7,606.91,0.0,587.21,19.7,4999.02
2025-04-14,4,03:45 - 04:00,2711.9,990.3,0.0,970.6,19.7,606.92,0.0,587.22,19.7,4999.08
2025-04-14,5,04:00 - 04:15,2624.3,992.8,0.0,955.8,37.0,607.82,0.0,570.82,37.0,4999.08
2025-04-14,5,04:15 - 04:30,2677.6,977.0,0.0,940.0,37.0,608.82,0.0,571.82,37.0,4999.16
2025-04-14,5,04:30 - 04:45,2679.7,773.1,0.0,736.1,37.0,573.1,0.0,536.1,37.0,5250.21
2025-04-14,5,04:45 - 05:00,2727.3,773.5,0.0,729.5,44.0,573.5,0.0,529.5,44.0,5250.23
2025-04-14,6,05:00 - 05:15,2691.9,788.1,0.0,744.1,44.0,588.1,0.0,544.1,44.0,5250.15
2025-04-14,6,05:15 - 05:30,2698.9,781.1,0.0,737.1,44.0,581.1,0.0,537.1,44.0,5250.19
2025-04-14,6,05:30 - 05:45,2740.9,790.6,0.0,746.6,44.0,571.6,0.0,527.6,44.0,5250.28
2025-04-14,6,05:45 - 06:00,2839.3,765.7,0.0,717.7,48.0,565.7,0.0,517.7,48.0,5250.32
2025-04-14,7,06:00 - 06:15,3099.5,671.7,1.1,622.6,48.0,437.8,1.1,415.4,21.3,5499.11
2025-04-14,7,06:15 - 06:30,3159.3,676.5,9.0,619.5,48.0,439.3,9.0,412.3,18.0,5353.75
2025-04-14,7,06:30 - 06:45,3204.2,601.4,38.2,515.2,48.0,398.0,38.2,311.8,48.0,5999.53
2025-04-14,7,06:45 - 07:00,3088.9,648.5,94.2,506.3,48.0,441.3,94.2,299.1,48.0,5353.42
2025-04-14,8,07:00 - 07:15,2998.9,749.4,212.2,489.2,48.0,537.2,207.2,282.0,48.0,5250.58
2025-04-14,8,07:15 - 07:30,2801.1,914.0,399.5,477.5,37.0,699.8,392.5,270.3,37.0,4655.6
2025-04-14,8,07:30 - 07:45,2524.4,1169.8,670.6,462.2,37.0,960.1,670.6,252.5,37.0,4200.63
2025-04-14,8,07:45 - 08:00,1978.4,1454.4,958.7,458.7,37.0,1199.1,931.47,230.63,37.0,3999.74
2025-04-14,9,08:00 - 08:15,1926.8,1381.1,1108.9,235.2,37.0,1278.49,1052.24,189.25,37.0,3750.51
2025-04-14,9,08:15 - 08:30,1926.3,1646.1,1378.0,231.1,37.0,1401.3,1213.0,151.3,37.0,3000.51
